row,Peak.Nr,Identifier1,Identifier2,type,Analysis,rArea44,Area44,d13Craw,d18Oraw,Date,Time,mass
58,15,HIS,,drift.std,5200,16560,16.56,-4.545,21.436,6/29/17,,94
59,1,CU YULE,,mon.std,5201,95872,95.872,-11.159,34.223,6/29/17,,92
59,2,CU YULE,,mon.std,5201,95991,95.991,-11.156,34.192,6/29/17,,92
59,3,CU YULE,,mon.std,5201,95838,95.838,-11.187,34.204,6/29/17,,92
59,4,CU YULE,,mon.std,5201,95984,95.984,-11.158,34.188,6/29/17,,92
59,5,CU YULE,,mon.std,5201,4951,4.951,-2.701,34.721,6/29/17,,92
59,6,CU YULE,,mon.std,5201,24728,24.728,-3.04,32.772,6/29/17,,92
59,7,CU YULE,,mon.std,5201,23920,23.92,-3.048,32.694,6/29/17,,92
59,8,CU YULE,,mon.std,5201,23044,23.044,-3.06,32.782,6/29/17,,92
59,9,CU YULE,,mon.std,5201,22167,22.167,-3.007,32.743,6/29/17,,92
59,10,CU YULE,,mon.std,5201,21335,21.335,-2.973,32.715,6/29/17,,92
59,11,CU YULE,,mon.std,5201,20481,20.481,-3.028,32.734,6/29/17,,92
59,12,CU YULE,,mon.std,5201,19687,19.687,-2.95,32.687,6/29/17,,92
59,13,CU YULE,,mon.std,5201,18929,18.929,-2.941,32.787,6/29/17,,92
59,14,CU YULE,,mon.std,5201,18188,18.188,-2.972,32.827,6/29/17,,92
59,15,CU YULE,,mon.std,5201,17462,17.462,-2.987,32.791,6/29/17,,92
60,1,HN-94-6B (E) #1,,sample,5202,95577,95.577,-11.127,34.239,6/29/17,,123
60,2,HN-94-6B (E) #1,,sample,5202,95998,95.998,-11.156,34.192,6/29/17,,123
60,3,HN-94-6B (E) #1,,sample,5202,96238,96.238,-11.149,34.152,6/29/17,,123
60,4,HN-94-6B (E) #1,,sample,5202,96023,96.023,-11.141,34.161,6/29/17,,123
60,5,HN-94-6B (E) #1,,sample,5202,7317,7.317,-8.434,24.669,6/29/17,,123
60,6,HN-94-6B (E) #1,,sample,5202,34862,34.862,-8.69,23.831,6/29/17,,123
60,7,HN-94-6B (E) #1,,sample,5202,33752,33.752,-8.667,23.931,6/29/17,,123
60,8,HN-94-6B (E) #1,,sample,5202,32447,32.447,-8.664,23.863,6/29/17,,123
60,9,HN-94-6B (E) #1,,sample,5202,31211,31.211,-8.672,23.833,6/29/17,,123
60,10,HN-94-6B (E) #1,,sample,5202,30023,30.023,-8.684,23.841,6/29/17,,123
60,11,HN-94-6B (E) #1,,sample,5202,28795,28.795,-8.623,23.898,6/29/17,,123
60,12,HN-94-6B (E) #1,,sample,5202,27657,27.657,-8.629,23.876,6/29/17,,123
60,13,HN-94-6B (E) #1,,sample,5202,26562,26.562,-8.633,23.851,6/29/17,,123
60,14,HN-94-6B (E) #1,,sample,5202,25504,25.504,-8.588,23.853,6/29/17,,123
60,15,HN-94-6B (E) #1,,sample,5202,24489,24.489,-8.572,24.007,6/29/17,,123
61,1,HN-94-6B (E) #2,,sample,5203,95611,95.611,-11.179,34.193,6/29/17,,122
61,2,HN-94-6B (E) #2,,sample,5203,96013,96.013,-11.156,34.192,6/29/17,,122
61,3,HN-94-6B (E) #2,,sample,5203,96023,96.023,-11.159,34.17,6/29/17,,122
61,4,HN-94-6B (E) #2,,sample,5203,96314,96.314,-11.171,34.137,6/29/17,,122
61,5,HN-94-6B (E) #2,,sample,5203,5413,5.413,-8.876,24.004,6/29/17,,122
61,6,HN-94-6B (E) #2,,sample,5203,24510,24.51,-9.161,23.073,6/29/17,,122
61,7,HN-94-6B (E) #2,,sample,5203,23779,23.779,-9.167,23.1,6/29/17,,122
61,8,HN-94-6B (E) #2,,sample,5203,22898,22.898,-9.178,22.993,6/29/17,,122
61,9,HN-94-6B (E) #2,,sample,5203,22036,22.036,-9.111,23.072,6/29/17,,122
61,10,HN-94-6B (E) #2,,sample,5203,21179,21.179,-9.108,23.076,6/29/17,,122
61,11,HN-94-6B (E) #2,,sample,5203,20361,20.361,-9.131,23.032,6/29/17,,122
61,12,HN-94-6B (E) #2,,sample,5203,19537,19.537,-9.097,23.044,6/29/17,,122
61,13,HN-94-6B (E) #2,,sample,5203,18775,18.775,-9.126,23.052,6/29/17,,122
61,14,HN-94-6B (E) #2,,sample,5203,18025,18.025,-9.129,23.032,6/29/17,,122
61,15,HN-94-6B (E) #2,,sample,5203,17301,17.301,-9.146,23.064,6/29/17,,122
62,1,HN-94-6B (E) #3,,sample,5204,95825,95.825,-11.122,34.226,6/29/17,,101
62,2,HN-94-6B (E) #3,,sample,5204,95992,95.992,-11.156,34.192,6/29/17,,101
62,3,HN-94-6B (E) #3,,sample,5204,96020,96.02,-11.191,34.178,6/29/17,,101
62,4,HN-94-6B (E) #3,,sample,5204,96151,96.151,-11.217,34.175,6/29/17,,101
62,5,HN-94-6B (E) #3,,sample,5204,5385,5.385,-8.816,33.892,6/29/17,,101
62,6,HN-94-6B (E) #3,,sample,5204,24755,24.755,-9.372,23.271,6/29/17,,101
62,7,HN-94-6B (E) #3,,sample,5204,23862,23.862,-9.361,23.196,6/29/17,,101
62,8,HN-94-6B (E) #3,,sample,5204,22942,22.942,-9.366,23.188,6/29/17,,101
62,9,HN-94-6B (E) #3,,sample,5204,22049,22.049,-9.408,23.195,6/29/17,,101
62,10,HN-94-6B (E) #3,,sample,5204,21180,21.18,-9.373,23.178,6/29/17,,101
62,11,HN-94-6B (E) #3,,sample,5204,20371,20.371,-9.388,23.19,6/29/17,,101
62,12,HN-94-6B (E) #3,,sample,5204,19586,19.586,-9.334,23.217,6/29/17,,101
62,13,HN-94-6B (E) #3,,sample,5204,18817,18.817,-9.332,23.206,6/29/17,,101
62,14,HN-94-6B (E) #3,,sample,5204,18095,18.095,-9.36,23.256,6/29/17,,101
62,15,HN-94-6B (E) #3,,sample,5204,17358,17.358,-9.37,23.172,6/29/17,,101
63,1,HN-94-6B (G) #2,,sample,5205,95655,95.655,-11.113,34.211,6/29/17,,115
63,2,HN-94-6B (G) #2,,sample,5205,96494,96.494,-11.156,34.192,6/29/17,,115
63,3,HN-94-6B (G) #2,,sample,5205,96030,96.03,-11.185,34.182,6/29/17,,115
63,4,HN-94-6B (G) #2,,sample,5205,96384,96.384,-11.191,34.156,6/29/17,,115
63,5,HN-94-6B (G) #2,,sample,5205,6499,6.499,-9.623,24.887,6/29/17,,115
63,6,HN-94-6B (G) #2,,sample,5205,30007,30.007,-9.801,23.369,6/29/17,,115
63,7,HN-94-6B (G) #2,,sample,5205,29033,29.033,-9.791,23.365,6/29/17,,115
63,8,HN-94-6B (G) #2,,sample,5205,27991,27.991,-9.796,23.388,6/29/17,,115
63,9,HN-94-6B (G) #2,,sample,5205,26904,26.904,-9.768,23.41,6/29/17,,115
63,10,HN-94-6B (G) #2,,sample,5205,25873,25.873,-9.776,23.413,6/29/17,,115
63,11,HN-94-6B (G) #2,,sample,5205,24844,24.844,-9.749,23.398,6/29/17,,115
63,12,HN-94-6B (G) #2,,sample,5205,23847,23.847,-9.775,23.442,6/29/17,,115
63,13,HN-94-6B (G) #2,,sample,5205,22917,22.917,-9.774,23.446,6/29/17,,115
63,14,HN-94-6B (G) #2,,sample,5205,22000,22,-9.722,23.46,6/29/17,,115
63,15,HN-94-6B (G) #2,,sample,5205,21143,21.143,-9.695,23.405,6/29/17,,115
64,1,HN-94-6B (G) #3,,sample,5206,95696,95.696,-11.132,34.226,6/29/17,,114
64,2,HN-94-6B (G) #3,,sample,5206,96006,96.006,-11.156,34.192,6/29/17,,114
64,3,HN-94-6B (G) #3,,sample,5206,96048,96.048,-11.165,34.183,6/29/17,,114
64,4,HN-94-6B (G) #3,,sample,5206,96055,96.055,-11.174,34.173,6/29/17,,114
64,5,HN-94-6B (G) #3,,sample,5206,6781,6.781,-11.634,23.884,6/29/17,,114
64,6,HN-94-6B (G) #3,,sample,5206,30743,30.743,-11.903,22.171,6/29/17,,114
64,7,HN-94-6B (G) #3,,sample,5206,29741,29.741,-11.894,22.168,6/29/17,,114
64,8,HN-94-6B (G) #3,,sample,5206,28710,28.71,-11.87,22.146,6/29/17,,114
64,9,HN-94-6B (G) #3,,sample,5206,27625,27.625,-11.858,22.048,6/29/17,,114
64,10,HN-94-6B (G) #3,,sample,5206,26539,26.539,-11.893,22.048,6/29/17,,114
64,11,HN-94-6B (G) #3,,sample,5206,25457,25.457,-11.875,22.14,6/29/17,,114
64,12,HN-94-6B (G) #3,,sample,5206,24447,24.447,-11.869,22.114,6/29/17,,114
64,13,HN-94-6B (G) #3,,sample,5206,23490,23.49,-11.838,22.175,6/29/17,,114
64,14,HN-94-6B (G) #3,,sample,5206,22499,22.499,-11.796,22.244,6/29/17,,114
64,15,HN-94-6B (G) #3,,sample,5206,21628,21.628,-11.826,22.202,6/29/17,,114
65,1,HIS,,drift.std,5207,95682,95.682,-11.142,34.215,6/29/17,,87
65,2,HIS,,drift.std,5207,95997,95.997,-11.156,34.192,6/29/17,,87
65,3,HIS,,drift.std,5207,96063,96.063,-11.158,34.187,6/29/17,,87
65,4,HIS,,drift.std,5207,96249,96.249,-11.199,34.162,6/29/17,,87
65,5,HIS,,drift.std,5207,5002,5.002,-4.424,22.416,6/29/17,,87
65,6,HIS,,drift.std,5207,23891,23.891,-4.748,20.427,6/29/17,,87
65,7,HIS,,drift.std,5207,23082,23.082,-4.756,20.524,6/29/17,,87
65,8,HIS,,drift.std,5207,22251,22.251,-4.726,20.485,6/29/17,,87
65,9,HIS,,drift.std,5207,21408,21.408,-4.78,20.419,6/29/17,,87
65,10,HIS,,drift.std,5207,20572,20.572,-4.778,20.444,6/29/17,,87
65,11,HIS,,drift.std,5207,19795,19.795,-4.791,20.531,6/29/17,,87
65,12,HIS,,drift.std,5207,19050,19.05,-4.706,20.347,6/29/17,,87
65,13,HIS,,drift.std,5207,18302,18.302,-4.738,20.395,6/29/17,,87
65,14,HIS,,drift.std,5207,17557,17.557,-4.752,20.436,6/29/17,,87
65,15,HIS,,drift.std,5207,16863,16.863,-4.727,20.443,6/29/17,,87
66,1,CU YULE,,mon.std,5208,95543,95.543,-11.141,34.206,6/29/17,,90
66,2,CU YULE,,mon.std,5208,96040,96.04,-11.156,34.192,6/29/17,,90
66,3,CU YULE,,mon.std,5208,95959,95.959,-11.145,34.178,6/29/17,,90
66,4,CU YULE,,mon.std,5208,96002,96.002,-11.149,34.178,6/29/17,,90
66,5,CU YULE,,mon.std,5208,5315,5.315,-2.553,34.866,6/29/17,,90
66,6,CU YULE,,mon.std,5208,26122,26.122,-2.889,32.941,6/29/17,,90
66,7,CU YULE,,mon.std,5208,25260,25.26,-2.916,32.932,6/29/17,,90
66,8,CU YULE,,mon.std,5208,24334,24.334,-2.889,32.943,6/29/17,,90
66,9,CU YULE,,mon.std,5208,23394,23.394,-2.908,32.944,6/29/17,,90
66,10,CU YULE,,mon.std,5208,22488,22.488,-2.885,32.983,6/29/17,,90
66,11,CU YULE,,mon.std,5208,21568,21.568,-2.895,32.982,6/29/17,,90
66,12,CU YULE,,mon.std,5208,20732,20.732,-2.844,32.969,6/29/17,,90
66,13,CU YULE,,mon.std,5208,19901,19.901,-2.878,32.95,6/29/17,,90
66,14,CU YULE,,mon.std,5208,19139,19.139,-2.88,32.977,6/29/17,,90
66,15,CU YULE,,mon.std,5208,18403,18.403,-2.841,32.913,6/29/17,,90
67,1,HN-94-6B (F) #1,,sample,5209,95546,95.546,-11.167,34.237,6/29/17,,105
67,2,HN-94-6B (F) #1,,sample,5209,95867,95.867,-11.156,34.192,6/29/17,,105
67,3,HN-94-6B (F) #1,,sample,5209,95830,95.83,-11.141,34.175,6/29/17,,105
67,4,HN-94-6B (F) #1,,sample,5209,95793,95.793,-11.148,34.155,6/29/17,,105
67,5,HN-94-6B (F) #1,,sample,5209,6227,6.227,-9.885,25.508,6/29/17,,105
67,6,HN-94-6B (F) #1,,sample,5209,28310,28.31,-10.182,23.647,6/29/17,,105
67,7,HN-94-6B (F) #1,,sample,5209,27350,27.35,-10.177,23.685,6/29/17,,105
67,8,HN-94-6B (F) #1,,sample,5209,26402,26.402,-10.166,23.773,6/29/17,,105
67,9,HN-94-6B (F) #1,,sample,5209,25364,25.364,-10.196,23.718,6/29/17,,105
67,10,HN-94-6B (F) #1,,sample,5209,24353,24.353,-10.181,23.698,6/29/17,,105
67,11,HN-94-6B (F) #1,,sample,5209,23405,23.405,-10.156,23.745,6/29/17,,105
67,12,HN-94-6B (F) #1,,sample,5209,22472,22.472,-10.202,23.707,6/29/17,,105
67,13,HN-94-6B (F) #1,,sample,5209,21598,21.598,-10.152,23.664,6/29/17,,105
67,14,HN-94-6B (F) #1,,sample,5209,20715,20.715,-10.212,23.65,6/29/17,,105
67,15,HN-94-6B (F) #1,,sample,5209,19890,19.89,-10.114,23.747,6/29/17,,105
68,1,BU-89-2E (E2) #2,,sample,5210,95514,95.514,-11.103,34.232,6/29/17,,96
68,2,BU-89-2E (E2) #2,,sample,5210,95749,95.749,-11.156,34.192,6/29/17,,96
68,3,BU-89-2E (E2) #2,,sample,5210,95845,95.845,-11.161,34.175,6/29/17,,96
68,4,BU-89-2E (E2) #2,,sample,5210,95691,95.691,-11.164,34.164,6/29/17,,96
68,5,BU-89-2E (E2) #2,,sample,5210,5643,5.643,-5.06,29.577,6/29/17,,96
68,6,BU-89-2E (E2) #2,,sample,5210,26776,26.776,-5.398,25.036,6/29/17,,96
68,7,BU-89-2E (E2) #2,,sample,5210,25890,25.89,-5.359,24.993,6/29/17,,96
68,8,BU-89-2E (E2) #2,,sample,5210,24952,24.952,-5.4,25.016,6/29/17,,96
68,9,BU-89-2E (E2) #2,,sample,5210,23995,23.995,-5.391,25.022,6/29/17,,96
68,10,BU-89-2E (E2) #2,,sample,5210,23044,23.044,-5.405,25.042,6/29/17,,96
68,11,BU-89-2E (E2) #2,,sample,5210,22158,22.158,-5.406,24.949,6/29/17,,96
68,12,BU-89-2E (E2) #2,,sample,5210,21318,21.318,-5.358,24.999,6/29/17,,96
68,13,BU-89-2E (E2) #2,,sample,5210,20480,20.48,-5.426,24.999,6/29/17,,96
68,14,BU-89-2E (E2) #2,,sample,5210,19635,19.635,-5.341,25.048,6/29/17,,96
68,15,BU-89-2E (E2) #2,,sample,5210,18888,18.888,-5.382,25.054,6/29/17,,96
69,1,BU-89-2E (E2) #3,,sample,5211,95487,95.487,-11.108,34.185,6/29/17,,104
69,2,BU-89-2E (E2) #3,,sample,5211,95781,95.781,-11.156,34.192,6/29/17,,104
69,3,BU-89-2E (E2) #3,,sample,5211,95923,95.923,-11.176,34.18,6/29/17,,104
69,4,BU-89-2E (E2) #3,,sample,5211,95790,95.79,-11.174,34.208,6/29/17,,104
69,5,BU-89-2E (E2) #3,,sample,5211,6534,6.534,8.534,189.242,6/29/17,,104
69,6,BU-89-2E (E2) #3,,sample,5211,30947,30.947,3.783,27.446,6/29/17,,104
69,7,BU-89-2E (E2) #3,,sample,5211,29950,29.95,3.881,27.293,6/29/17,,104
69,8,BU-89-2E (E2) #3,,sample,5211,28900,28.9,3.904,27.269,6/29/17,,104
69,9,BU-89-2E (E2) #3,,sample,5211,27771,27.771,3.911,27.198,6/29/17,,104
69,10,BU-89-2E (E2) #3,,sample,5211,26728,26.728,3.936,27.176,6/29/17,,104
69,11,BU-89-2E (E2) #3,,sample,5211,25721,25.721,3.961,27.19,6/29/17,,104
69,12,BU-89-2E (E2) #3,,sample,5211,24709,24.709,3.979,27.193,6/29/17,,104
69,13,BU-89-2E (E2) #3,,sample,5211,23790,23.79,3.967,27.211,6/29/17,,104
69,14,BU-89-2E (E2) #3,,sample,5211,22864,22.864,3.968,27.218,6/29/17,,104
69,15,BU-89-2E (E2) #3,,sample,5211,21961,21.961,3.986,27.125,6/29/17,,104
70,1,BU-89-2E (E2) #4,,sample,5212,96095,96.095,-11.162,34.222,6/29/17,,114
70,2,BU-89-2E (E2) #4,,sample,5212,96209,96.209,-11.156,34.192,6/29/17,,114
70,3,BU-89-2E (E2) #4,,sample,5212,96171,96.171,-11.176,34.171,6/29/17,,114
70,4,BU-89-2E (E2) #4,,sample,5212,96391,96.391,-11.181,34.166,6/29/17,,114
70,5,BU-89-2E (E2) #4,,sample,5212,6948,6.948,-3.369,22.755,6/29/17,,114
70,6,BU-89-2E (E2) #4,,sample,5212,31234,31.234,-3.585,20.914,6/29/17,,114
70,7,BU-89-2E (E2) #4,,sample,5212,30220,30.22,-3.578,20.993,6/29/17,,114
70,8,BU-89-2E (E2) #4,,sample,5212,29136,29.136,-3.564,20.975,6/29/17,,114
70,9,BU-89-2E (E2) #4,,sample,5212,28016,28.016,-3.561,20.975,6/29/17,,114
70,10,BU-89-2E (E2) #4,,sample,5212,26933,26.933,-3.563,20.933,6/29/17,,114
70,11,BU-89-2E (E2) #4,,sample,5212,25870,25.87,-3.533,20.979,6/29/17,,114
70,12,BU-89-2E (E2) #4,,sample,5212,24834,24.834,-3.507,20.934,6/29/17,,114
70,13,BU-89-2E (E2) #4,,sample,5212,23873,23.873,-3.49,20.952,6/29/17,,114
70,14,BU-89-2E (E2) #4,,sample,5212,22921,22.921,-3.495,20.938,6/29/17,,114
70,15,BU-89-2E (E2) #4,,sample,5212,22048,22.048,-3.518,20.966,6/29/17,,114
71,1,BU-89-2E (E2) #5,,sample,5213,95809,95.809,-11.137,34.215,6/29/17,,104
71,2,BU-89-2E (E2) #5,,sample,5213,96083,96.083,-11.156,34.192,6/29/17,,104
71,3,BU-89-2E (E2) #5,,sample,5213,96075,96.075,-11.174,34.177,6/29/17,,104
71,4,BU-89-2E (E2) #5,,sample,5213,96079,96.079,-11.204,34.141,6/29/17,,104
71,5,BU-89-2E (E2) #5,,sample,5213,5538,5.538,-9.264,51.664,6/29/17,,104
71,6,BU-89-2E (E2) #5,,sample,5213,26146,26.146,-10.222,23.893,6/29/17,,104
71,7,BU-89-2E (E2) #5,,sample,5213,25324,25.324,-10.281,23.85,6/29/17,,104
71,8,BU-89-2E (E2) #5,,sample,5213,24402,24.402,-10.279,23.805,6/29/17,,104
71,9,BU-89-2E (E2) #5,,sample,5213,23519,23.519,-10.27,23.859,6/29/17,,104
71,10,BU-89-2E (E2) #5,,sample,5213,22595,22.595,-10.279,23.834,6/29/17,,104
71,11,BU-89-2E (E2) #5,,sample,5213,21718,21.718,-10.288,23.851,6/29/17,,104
71,12,BU-89-2E (E2) #5,,sample,5213,20864,20.864,-10.25,23.811,6/29/17,,104
71,13,BU-89-2E (E2) #5,,sample,5213,20072,20.072,-10.302,23.794,6/29/17,,104
71,14,BU-89-2E (E2) #5,,sample,5213,19263,19.263,-10.241,23.837,6/29/17,,104
71,15,BU-89-2E (E2) #5,,sample,5213,18524,18.524,-10.297,23.881,6/29/17,,104
72,1,HIS,,drift.std,5214,96113,96.113,-11.149,34.223,6/29/17,,94
72,2,HIS,,drift.std,5214,96284,96.284,-11.156,34.192,6/29/17,,94
72,3,HIS,,drift.std,5214,96208,96.208,-11.129,34.162,6/29/17,,94
72,4,HIS,,drift.std,5214,96363,96.363,-11.158,34.163,6/29/17,,94
72,5,HIS,,drift.std,5214,5193,5.193,-4.2,25.287,6/29/17,,94
72,6,HIS,,drift.std,5214,25632,25.632,-4.537,20.687,6/29/17,,94
72,7,HIS,,drift.std,5214,24806,24.806,-4.561,20.671,6/29/17,,94
72,8,HIS,,drift.std,5214,23898,23.898,-4.552,20.713,6/29/17,,94
72,9,HIS,,drift.std,5214,22976,22.976,-4.602,20.741,6/29/17,,94
72,10,HIS,,drift.std,5214,22081,22.081,-4.576,20.675,6/29/17,,94
72,11,HIS,,drift.std,5214,21240,21.24,-4.555,20.696,6/29/17,,94
72,12,HIS,,drift.std,5214,20425,20.425,-4.57,20.755,6/29/17,,94
72,13,HIS,,drift.std,5214,19633,19.633,-4.547,20.783,6/29/17,,94
72,14,HIS,,drift.std,5214,18864,18.864,-4.556,20.646,6/29/17,,94
72,15,HIS,,drift.std,5214,18111,18.111,-4.537,20.684,6/29/17,,94
73,1,CU YULE,,mon.std,5215,95668,95.668,-11.157,34.18,6/29/17,,95
73,2,CU YULE,,mon.std,5215,95897,95.897,-11.156,34.192,6/29/17,,95
73,3,CU YULE,,mon.std,5215,95990,95.99,-11.192,34.168,6/29/17,,95
73,4,CU YULE,,mon.std,5215,96015,96.015,-11.189,34.171,6/29/17,,95
73,5,CU YULE,,mon.std,5215,5802,5.802,-2.793,34.554,6/29/17,,95
73,6,CU YULE,,mon.std,5215,27493,27.493,-2.999,33.045,6/29/17,,95
73,7,CU YULE,,mon.std,5215,26576,26.576,-2.985,33.1,6/29/17,,95
73,8,CU YULE,,mon.std,5215,25606,25.606,-2.975,33.144,6/29/17,,95
73,9,CU YULE,,mon.std,5215,24626,24.626,-2.948,33.046,6/29/17,,95
73,10,CU YULE,,mon.std,5215,23668,23.668,-2.973,33.074,6/29/17,,95
73,11,CU YULE,,mon.std,5215,22724,22.724,-2.938,33.057,6/29/17,,95
73,12,CU YULE,,mon.std,5215,21846,21.846,-2.97,33.143,6/29/17,,95
73,13,CU YULE,,mon.std,5215,21019,21.019,-2.939,33.065,6/29/17,,95
73,14,CU YULE,,mon.std,5215,20209,20.209,-2.969,33.073,6/29/17,,95
73,15,CU YULE,,mon.std,5215,19438,19.438,-2.94,33.098,6/29/17,,95
74,1,BU-89-2E (E2) #6,,sample,5216,95657,95.657,-11.136,34.195,6/29/17,,107
74,2,BU-89-2E (E2) #6,,sample,5216,96124,96.124,-11.156,34.192,6/29/17,,107
74,3,BU-89-2E (E2) #6,,sample,5216,95842,95.842,-11.145,34.188,6/29/17,,107
74,4,BU-89-2E (E2) #6,,sample,5216,95958,95.958,-11.16,34.204,6/29/17,,107
74,5,BU-89-2E (E2) #6,,sample,5216,4368,4.368,-3.839,33.79,6/29/17,,107
74,6,BU-89-2E (E2) #6,,sample,5216,20924,20.924,-4.437,25.02,6/29/17,,107
74,7,BU-89-2E (E2) #6,,sample,5216,20248,20.248,-4.449,25.039,6/29/17,,107
74,8,BU-89-2E (E2) #6,,sample,5216,19534,19.534,-4.45,24.897,6/29/17,,107
74,9,BU-89-2E (E2) #6,,sample,5216,18782,18.782,-4.425,24.97,6/29/17,,107
74,10,BU-89-2E (E2) #6,,sample,5216,18032,18.032,-4.415,24.968,6/29/17,,107
74,11,BU-89-2E (E2) #6,,sample,5216,17339,17.339,-4.378,24.933,6/29/17,,107
74,12,BU-89-2E (E2) #6,,sample,5216,16651,16.651,-4.4,25.005,6/29/17,,107
74,13,BU-89-2E (E2) #6,,sample,5216,15999,15.999,-4.356,24.923,6/29/17,,107
74,14,BU-89-2E (E2) #6,,sample,5216,15379,15.379,-4.431,25.01,6/29/17,,107
74,15,BU-89-2E (E2) #6,,sample,5216,14775,14.775,-4.5,25.001,6/29/17,,107
75,1,BU-89-2E (E2) #7,,sample,5217,95742,95.742,-11.138,34.213,6/29/17,,106
75,2,BU-89-2E (E2) #7,,sample,5217,96208,96.208,-11.156,34.192,6/29/17,,106
75,3,BU-89-2E (E2) #7,,sample,5217,96263,96.263,-11.133,34.185,6/29/17,,106
75,4,BU-89-2E (E2) #7,,sample,5217,95951,95.951,-11.17,34.156,6/29/17,,106
75,5,BU-89-2E (E2) #7,,sample,5217,5722,5.722,-2.688,29.653,6/29/17,,106
75,6,BU-89-2E (E2) #7,,sample,5217,27519,27.519,-3.051,26.269,6/29/17,,106
75,7,BU-89-2E (E2) #7,,sample,5217,26652,26.652,-3.033,26.238,6/29/17,,106
75,8,BU-89-2E (E2) #7,,sample,5217,25714,25.714,-3.111,26.258,6/29/17,,106
75,9,BU-89-2E (E2) #7,,sample,5217,24757,24.757,-3.026,26.273,6/29/17,,106
75,10,BU-89-2E (E2) #7,,sample,5217,23771,23.771,-3.046,26.285,6/29/17,,106
75,11,BU-89-2E (E2) #7,,sample,5217,22856,22.856,-3.019,26.311,6/29/17,,106
75,12,BU-89-2E (E2) #7,,sample,5217,21973,21.973,-2.99,26.275,6/29/17,,106
75,13,BU-89-2E (E2) #7,,sample,5217,21096,21.096,-2.989,26.26,6/29/17,,106
75,14,BU-89-2E (E2) #7,,sample,5217,20278,20.278,-3.054,26.257,6/29/17,,106
75,15,BU-89-2E (E2) #7,,sample,5217,19463,19.463,-3.012,26.311,6/29/17,,106
76,1,BU-89-2E (E2) #8,,sample,5218,95805,95.805,-11.141,34.197,6/29/17,,100
76,2,BU-89-2E (E2) #8,,sample,5218,96269,96.269,-11.156,34.192,6/29/17,,100
76,3,BU-89-2E (E2) #8,,sample,5218,96205,96.205,-11.166,34.213,6/29/17,,100
76,4,BU-89-2E (E2) #8,,sample,5218,96269,96.269,-11.178,34.146,6/29/17,,100
76,5,BU-89-2E (E2) #8,,sample,5218,6014,6.014,-3.614,25.168,6/29/17,,100
76,6,BU-89-2E (E2) #8,,sample,5218,28086,28.086,-3.896,21.799,6/29/17,,100
76,7,BU-89-2E (E2) #8,,sample,5218,27130,27.13,-3.904,21.844,6/29/17,,100
76,8,BU-89-2E (E2) #8,,sample,5218,26110,26.11,-3.929,21.832,6/29/17,,100
76,9,BU-89-2E (E2) #8,,sample,5218,25103,25.103,-3.976,21.844,6/29/17,,100
76,10,BU-89-2E (E2) #8,,sample,5218,24147,24.147,-3.952,21.79,6/29/17,,100
76,11,BU-89-2E (E2) #8,,sample,5218,23147,23.147,-3.94,21.859,6/29/17,,100
76,12,BU-89-2E (E2) #8,,sample,5218,22252,22.252,-3.92,21.897,6/29/17,,100
76,13,BU-89-2E (E2) #8,,sample,5218,21360,21.36,-3.913,21.868,6/29/17,,100
76,14,BU-89-2E (E2) #8,,sample,5218,20519,20.519,-3.93,21.811,6/29/17,,100
76,15,BU-89-2E (E2) #8,,sample,5218,19716,19.716,-3.867,21.856,6/29/17,,100
77,1,BU-89-2E (E2) #9,,sample,5219,95861,95.861,-11.131,34.228,6/29/17,,124
77,2,BU-89-2E (E2) #9,,sample,5219,96063,96.063,-11.156,34.192,6/29/17,,124
77,3,BU-89-2E (E2) #9,,sample,5219,96064,96.064,-11.149,34.201,6/29/17,,124
77,4,BU-89-2E (E2) #9,,sample,5219,96160,96.16,-11.172,34.2,6/29/17,,124
77,5,BU-89-2E (E2) #9,,sample,5219,7299,7.299,-5.695,28.967,6/29/17,,124
77,6,BU-89-2E (E2) #9,,sample,5219,33707,33.707,-6.048,25.017,6/29/17,,124
77,7,BU-89-2E (E2) #9,,sample,5219,32642,32.642,-6.037,25.03,6/29/17,,124
77,8,BU-89-2E (E2) #9,,sample,5219,31452,31.452,-6.066,25.041,6/29/17,,124
77,9,BU-89-2E (E2) #9,,sample,5219,30264,30.264,-6.083,24.998,6/29/17,,124
77,10,BU-89-2E (E2) #9,,sample,5219,29068,29.068,-6.047,24.998,6/29/17,,124
77,11,BU-89-2E (E2) #9,,sample,5219,27944,27.944,-6.072,25.064,6/29/17,,124
77,12,BU-89-2E (E2) #9,,sample,5219,26859,26.859,-5.946,25.111,6/29/17,,124
77,13,BU-89-2E (E2) #9,,sample,5219,25777,25.777,-5.995,24.994,6/29/17,,124
77,14,BU-89-2E (E2) #9,,sample,5219,24780,24.78,-5.975,25.068,6/29/17,,124
77,15,BU-89-2E (E2) #9,,sample,5219,23763,23.763,-5.926,25.101,6/29/17,,124
78,1,BU-89-2E (E1) #1,,sample,5220,95932,95.932,-11.093,34.188,6/29/17,,109
78,2,BU-89-2E (E1) #1,,sample,5220,96126,96.126,-11.156,34.192,6/29/17,,109
78,3,BU-89-2E (E1) #1,,sample,5220,96435,96.435,-11.165,34.143,6/29/17,,109
78,4,BU-89-2E (E1) #1,,sample,5220,96089,96.089,-11.186,34.157,6/29/17,,109
78,5,BU-89-2E (E1) #1,,sample,5220,6284,6.284,-6.421,27.87,6/29/17,,109
